Ma_Don;Ngay_Dat;So_Dien_Thoai;Tinh_Thanh;Phuong_Xa;Dia_Chi_Cu_The;Ma_San_Pham;Ten_San_Pham;Nhom_Hang;So_Luong; Don_Gia ;Ty_Le_Giam_Gia; Tien_Giam ; Tong_Hang ; Phi_Van_Chuyen ; Tong_Thanh_Toan ;Don_Vi_Giao;Phuong_Thuc_Thanh_Toan;Kenh_Ban;Trang_Thai;Ngay_Giao_Du_Kien;So_Lan_Khach_Quay_Lai;Thuong_Hieu;Danh_Muc
DH2024000393;24/11/2024;853807152;TP. Hồ Chí Minh;Phường Bến Thành;306 Nguyễn Huệ;SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;1; 1,190,000 ₫ ;0.07;83,00 ₫; 1,190,000 ₫ ;40,00 ₫; 1,258,000 ₫ ;Ninja Van;Ví điện tử;Cửa hàng;Đã giao;27/11/2024;20;Kingston;Linh kiện
DH2024004241;24/11/2024;968850027;Tây Ninh;Xã Tân Biên;382 Lý Thường Kiệt;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;1; 1,590,000 ₫ ;0.05;80,00 ₫; 1,590,000 ₫ ;35,00 ₫; 1,696,000 ₫ ;Giao Hàng Tiết Kiệm;COD;Shopee;Đã giao;28/11/2024;1;Samsung;Tai nghe
DH2024007244;24/11/2024;767762738;TP. Hồ Chí Minh;Phường Bến Thành;414 Hai Bà Trưng;SP003;iPhone 15;Đồ điện tử;2; 19,990,000 ₫ ;0.03; 1,199,000 ₫ ; 39,980,000 ₫ ;28,00 ₫; 42,687,000 ₫ ;J&T Express;Ví điện tử;TikTok Shop;Đã giao;30/11/2024;1;Apple;Điện thoại
DH2024008598;24/11/2024;771235506;TP. Hồ Chí Minh;Phường Tân Định;83 Quang Trung;SP015;Smart TV Samsung 43 inch;Đồ điện tử;3; 7,990,000 ₫ ;0.1; 2,397,000 ₫ ; 23,970,000 ₫ ;45,00 ₫; 23,775,000 ₫ ;VNPost;Chuyển khoản;Cửa hàng;Đã giao;26/11/2024;20;Samsung;Tivi
DH2024002390;25/11/2024;967250448;Cà Mau;Xã Ngọc Hiển;364 Phạm Văn Đồng;SP008;Laptop Dell Inspiron 15;Đồ điện tử;1; 13,990,000 ₫ ;0.2; 2,798,000 ₫ ; 13,990,000 ₫ ;18,00 ₫; 12,329,000 ₫ ;Giao Hàng Nhanh;Chuyển khoản;Cửa hàng;Hoàn hàng;29/11/2024;20;Dell;Laptop
DH2024006069;25/11/2024;853807152;TP. Hồ Chí Minh;Phường Chợ Lớn;154 Nguyễn Văn Cừ;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;3; 1,590,000 ₫ ;0.07;334,00 ₫; 4,770,000 ₫ ;28,00 ₫; 4,908,000 ₫ ;VNPost;COD;Cửa hàng;Đã giao;27/11/2024;20;Samsung;Tai nghe
DH2024007020;25/11/2024;972169183;Đồng Nai;Xã Nhơn Trạch;63 Phạm Văn Đồng;SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;3; 1,190,000 ₫ ;0.2;714,00 ₫; 3,570,000 ₫ ;45,00 ₫; 3,187,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;Cửa hàng;Đã giao;01/12/2024;3;Kingston;Linh kiện
DH2024007941;25/11/2024;766116037;Đồng Nai;Phường Trấn Biên;250 Pasteur;SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190,00 ₫;0.15;28,00 ₫;190,00 ₫;25,00 ₫;203,00 ₫;Viettel Post;Ví điện tử;Website;Hoàn hàng;30/11/2024;20;Anker;Phụ kiện
DH2024009514;25/11/2024;967250448;Tây Ninh;Phường Tây Ninh;428 Quang Trung;SP018;Chuột Logitech M331;Đồ điện tử;4;390,00 ₫;0.05;78,00 ₫; 1,560,000 ₫ ;25,00 ₫; 1,655,000 ₫ ;Ninja Van;COD;Facebook;Đã xác nhận;29/11/2024;20;Logitech;Phụ kiện
DH2024001679;26/11/2024;352402878;Vĩnh Long;Xã Bình Minh;331 Phạm Văn Đồng;SP025;Máy in Canon LBP 2900;Đồ điện tử;2; 4,290,000 ₫ ;0.15; 1,287,000 ₫ ; 8,580,000 ₫ ;35,00 ₫; 8,057,000 ₫ ;Giao Hàng Nhanh;Thẻ ngân hàng;Cửa hàng;Đã giao;02/12/2024;20;Canon;Máy in
DH2024003184;26/11/2024;366107820;Cà Mau;Xã Đầm Dơi;296 Phạm Văn Đồng;SP017;Màn hình Dell 24 inch;Đồ điện tử;3; 3,290,000 ₫ ;0; - ₫ ; 9,870,000 ₫ ;18,00 ₫; 10,875,000 ₫ ;Viettel Post;COD;Website;Hủy đơn;29/11/2024;20;Dell;Màn hình
DH2024005042;26/11/2024;853807152;TP. Hồ Chí Minh;Phường Bình Thạnh;43 3 Tháng 2;SP004;iPhone 14;Đồ điện tử;2; 16,990,000 ₫ ;0; - ₫ ; 33,980,000 ₫ ;45,00 ₫; 37,423,000 ₫ ;Giao Hàng Nhanh;Thẻ ngân hàng;TikTok Shop;Đã giao;02/12/2024;20;Apple;Điện thoại
DH2024006849;26/11/2024;967250448;TP. Hồ Chí Minh;Phường An Khánh;328 Võ Văn Kiệt;SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190,00 ₫;0.15;28,00 ₫;190,00 ₫;25,00 ₫;203,00 ₫;Viettel Post;Thẻ ngân hàng;Facebook;Đã giao;01/12/2024;20;Anker;Phụ kiện
DH2024007295;26/11/2024;963857509;An Giang;Xã Chợ Mới;519 Võ Văn Kiệt;SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990,00 ₫;0.2;198,00 ₫;990,00 ₫;40,00 ₫;911,00 ₫;Viettel Post;Ví điện tử;Shopee;Đã giao;28/11/2024;20;Xiaomi;Tai nghe
DH2024009657;26/11/2024;766116037;Cà Mau;Xã Đầm Dơi;149 Lê Lợi;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;2; 1,190,000 ₫ ;0.05;119,00 ₫; 2,380,000 ₫ ;35,00 ₫; 2,522,000 ₫ ;J&T Express;Ví điện tử;Shopee;Đã giao;02/12/2024;20;JBL;Loa
DH2024009687;26/11/2024;341806456;Cà Mau;Xã U Minh;163 Nguyễn Văn Cừ;SP022;Cáp sạc Type-C Anker;Đồ điện tử;3;190,00 ₫;0; - ₫ ;570,00 ₫;45,00 ₫;672,00 ₫;Giao Hàng Nhanh;COD;TikTok Shop;Đã xác nhận;02/12/2024;20;Anker;Phụ kiện
DH2024002340;27/11/2024;705762159;Cần Thơ;Phường Thốt Nốt;425 Lê Lợi;SP026;Camera Xiaomi C300;Đồ điện tử;2;990,00 ₫;0.12;238,00 ₫; 1,980,000 ₫ ;40,00 ₫; 1,956,000 ₫ ;J&T Express;Ví điện tử;Shopee;Đã giao;03/12/2024;20;Xiaomi;Camera
DH2024002612;27/11/2024;330686394;Cà Mau;Phường Cà Mau;145 Võ Văn Kiệt;SP004;iPhone 14;Đồ điện tử;3; 16,990,000 ₫ ;0; - ₫ ; 50,970,000 ₫ ;45,00 ₫; 56,112,000 ₫ ;Viettel Post;Thẻ ngân hàng;Zalo;Đã xác nhận;30/11/2024;20;Apple;Điện thoại
DH2024003064;27/11/2024;903892222;Vĩnh Long;Xã Long Hồ;140 Lý Thường Kiệt;SP017;Màn hình Dell 24 inch;Đồ điện tử;1; 3,290,000 ₫ ;0.05;164,00 ₫; 3,290,000 ₫ ;28,00 ₫; 3,467,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;Website;Đã giao;01/12/2024;11;Dell;Màn hình
DH2024007490;27/11/2024;851707688;Vĩnh Long;Phường Vĩnh Long;453 Trần Hưng Đạo;SP025;Máy in Canon LBP 2900;Đồ điện tử;1; 4,290,000 ₫ ;0.1;429,00 ₫; 4,290,000 ₫ ;40,00 ₫; 4,287,000 ₫ ;Giao Hàng Nhanh;Ví điện tử;TikTok Shop;Đã giao;03/12/2024;2;Canon;Máy in
DH2024009042;27/11/2024;705762159;Đồng Nai;Xã Long Thành;538 Quang Trung;SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990,00 ₫;0; - ₫ ;990,00 ₫;30,00 ₫; 1,119,000 ₫ ;Giao Hàng Tiết Kiệm;COD;Shopee;Đang giao;03/12/2024;20;Xiaomi;Tai nghe
DH2024009297;27/11/2024;885212220;TP. Hồ Chí Minh;Phường Bình Thạnh;170 Nguyễn Văn Cừ;SP015;Smart TV Samsung 43 inch;Đồ điện tử;1; 7,990,000 ₫ ;0; - ₫ ; 7,990,000 ₫ ;25,00 ₫; 8,814,000 ₫ ;J&T Express;COD;Zalo;Đã giao;01/12/2024;20;Samsung;Tivi
DH2024006064;28/11/2024;812076468;Cần Thơ;Phường Ninh Kiều;397 Hai Bà Trưng;SP018;Chuột Logitech M331;Đồ điện tử;4;390,00 ₫;0.03;47,00 ₫; 1,560,000 ₫ ;18,00 ₫; 1,682,000 ₫ ;Giao Hàng Nhanh;COD;Website;Hoàn hàng;02/12/2024;4;Logitech;Phụ kiện
DH2024007885;28/11/2024;882805922;Vĩnh Long;Xã Mang Thít;473 Nguyễn Huệ;SP001;Samsung Galaxy A15;Đồ điện tử;1; 4,590,000 ₫ ;0.05;230,00 ₫; 4,590,000 ₫ ;25,00 ₫; 4,821,000 ₫ ;J&T Express;Chuyển khoản;Zalo;Đang giao;02/12/2024;3;Samsung;Điện thoại
DH2024009978;28/11/2024;853807152;Đồng Nai;Phường Biên Hòa;58 Lê Lợi;SP002;Samsung Galaxy S24;Đồ điện tử;1; 18,990,000 ₫ ;0; - ₫ ; 18,990,000 ₫ ;22,00 ₫; 20,911,000 ₫ ;Viettel Post;COD;Website;Đã giao;01/12/2024;20;Samsung;Điện thoại
DH2024009983;28/11/2024;373648652;Vĩnh Long;Xã Trà Ôn;538 Phạm Văn Đồng;SP007;MacBook Air M2;Đồ điện tử;1; 23,990,000 ₫ ;0.12; 2,879,000 ₫ ; 23,990,000 ₫ ;22,00 ₫; 23,244,000 ₫ ;Giao Hàng Nhanh;Chuyển khoản;Facebook;Đã giao;02/12/2024;20;Apple;Laptop
DH2024001149;29/11/2024;967250448;TP. Hồ Chí Minh;Phường Bến Thành;424 Quang Trung;SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;2; 1,190,000 ₫ ;0.15;357,00 ₫; 2,380,000 ₫ ;28,00 ₫; 2,253,000 ₫ ;Ninja Van;Chuyển khoản;Cửa hàng;Đang giao;03/12/2024;20;Kingston;Linh kiện
DH2024003079;29/11/2024;854858670;An Giang;Phường Châu Đốc;541 Quang Trung;SP006;Xiaomi Pad 6;Đồ điện tử;1; 7,990,000 ₫ ;0; - ₫ ; 7,990,000 ₫ ;45,00 ₫; 8,834,000 ₫ ;Giao Hàng Nhanh;Thẻ ngân hàng;Zalo;Đã giao;01/12/2024;11;Xiaomi;Máy tính bảng
DH2024003450;29/11/2024;853807152;TP. Hồ Chí Minh;Phường An Khánh;550 Pasteur;SP003;iPhone 15;Đồ điện tử;1; 19,990,000 ₫ ;0.07; 1,399,000 ₫ ; 19,990,000 ₫ ;30,00 ₫; 20,480,000 ₫ ;VNPost;Thẻ ngân hàng;Website;Đã giao;04/12/2024;20;Apple;Điện thoại
DH2024004215;29/11/2024;329823170;An Giang;Phường Châu Đốc;474 Võ Văn Kiệt;SP025;Máy in Canon LBP 2900;Đồ điện tử;1; 4,290,000 ₫ ;0.15;644,00 ₫; 4,290,000 ₫ ;18,00 ₫; 4,029,000 ₫ ;Ninja Van;Thẻ ngân hàng;Cửa hàng;Đang giao;01/12/2024;20;Canon;Máy in
DH2024007119;29/11/2024;705762159;Cà Mau;Xã U Minh;402 Phạm Văn Đồng;SP021;Sạc nhanh Anker 20W;Đồ điện tử;5;350,00 ₫;0.07;123,00 ₫; 1,750,000 ₫ ;35,00 ₫; 1,825,000 ₫ ;VNPost;Thẻ ngân hàng;Facebook;Đã giao;02/12/2024;20;Anker;Phụ kiện
DH2024006946;30/11/2024;853807152;Vĩnh Long;Phường Vĩnh Long;90 Lý Thường Kiệt;SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;1; 1,190,000 ₫ ;0.1;119,00 ₫; 1,190,000 ₫ ;45,00 ₫; 1,223,000 ₫ ;Ninja Van;Thẻ ngân hàng;Website;Đã giao;06/12/2024;20;Kingston;Linh kiện
DH2024008832;30/11/2024;358957434;Đồng Tháp;Xã Lấp Vò;589 3 Tháng 2;SP007;MacBook Air M2;Đồ điện tử;5; 23,990,000 ₫ ;0.1; 11,995,000 ₫ ; 119,950,000 ₫ ;18,00 ₫; 118,769,000 ₫ ;Ninja Van;Thẻ ngân hàng;TikTok Shop;Đã giao;02/12/2024;8;Apple;Laptop
DH2024009368;30/11/2024;853807152;Vĩnh Long;Xã Mang Thít;437 Điện Biên Phủ;SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;2;990,00 ₫;0; - ₫ ; 1,980,000 ₫ ;18,00 ₫; 2,196,000 ₫ ;Viettel Post;COD;Cửa hàng;Đang giao;02/12/2024;20;Xiaomi;Tai nghe
DH2024000700;01/12/2024;335350525;Đồng Nai;Xã Định Quán;45 Quang Trung;SP019;Bàn phím Logitech K380;Đồ điện tử;3;690,00 ₫;0.03;62,00 ₫; 2,070,000 ₫ ;30,00 ₫; 2,239,000 ₫ ;J&T Express;COD;Cửa hàng;Đã giao;04/12/2024;20;Logitech;Phụ kiện
DH2024003895;01/12/2024;760351162;An Giang;Xã Tri Tôn;253 Cách Mạng Tháng Tám;SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350,00 ₫;0.05;18,00 ₫;350,00 ₫;28,00 ₫;393,00 ₫;Viettel Post;Chuyển khoản;Cửa hàng;Đã giao;07/12/2024;20;Anker;Phụ kiện
DH2024006812;01/12/2024;853807152;TP. Hồ Chí Minh;Phường Bình Thạnh;119 Võ Văn Kiệt;SP003;iPhone 15;Đồ điện tử;3; 19,990,000 ₫ ;0; - ₫ ; 59,970,000 ₫ ;35,00 ₫; 66,002,000 ₫ ;Ninja Van;Ví điện tử;Website;Đã giao;03/12/2024;20;Apple;Điện thoại
DH2024001705;02/12/2024;967250448;Cần Thơ;Phường Thốt Nốt;106 Hai Bà Trưng;SP018;Chuột Logitech M331;Đồ điện tử;1;390,00 ₫;0.07;27,00 ₫;390,00 ₫;18,00 ₫;417,00 ₫;Giao Hàng Tiết Kiệm;Ví điện tử;Shopee;Đã xác nhận;05/12/2024;20;Logitech;Phụ kiện
DH2024003951;03/12/2024;853807152;Cần Thơ;Phường Ninh Kiều;212 3 Tháng 2;SP015;Smart TV Samsung 43 inch;Đồ điện tử;4; 7,990,000 ₫ ;0.07; 2,237,000 ₫ ; 31,960,000 ₫ ;30,00 ₫; 32,725,000 ₫ ;VNPost;Chuyển khoản;Zalo;Đã giao;08/12/2024;20;Samsung;Tivi
DH2024007827;04/12/2024;853050012;Tây Ninh;Phường Tây Ninh;486 Cách Mạng Tháng Tám;SP004;iPhone 14;Đồ điện tử;1; 16,990,000 ₫ ;0.12; 2,039,000 ₫ ; 16,990,000 ₫ ;22,00 ₫; 16,468,000 ₫ ;VNPost;Chuyển khoản;Shopee;Đã giao;06/12/2024;20;Apple;Điện thoại
DH2024009181;04/12/2024;853807152;Đồng Nai;Xã Long Thành;525 Pasteur;SP015;Smart TV Samsung 43 inch;Đồ điện tử;3; 7,990,000 ₫ ;0.1; 2,397,000 ₫ ; 23,970,000 ₫ ;45,00 ₫; 23,775,000 ₫ ;Viettel Post;Ví điện tử;Shopee;Đã giao;09/12/2024;20;Samsung;Tivi
DH2024000176;05/12/2024;358998449;Đồng Tháp;Phường Sa Đéc;575 Hai Bà Trưng;SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;2;990,00 ₫;0.15;297,00 ₫; 1,980,000 ₫ ;40,00 ₫; 1,891,000 ₫ ;J&T Express;Ví điện tử;TikTok Shop;Đã giao;08/12/2024;20;Xiaomi;Tai nghe
DH2024005026;05/12/2024;980183908;Cần Thơ;Phường Thốt Nốt;227 Nguyễn Huệ;SP018;Chuột Logitech M331;Đồ điện tử;2;390,00 ₫;0; - ₫ ;780,00 ₫;30,00 ₫;888,00 ₫;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;Facebook;Đã giao;08/12/2024;1;Logitech;Phụ kiện
DH2024005259;05/12/2024;774896839;TP. Hồ Chí Minh;Phường Chợ Lớn;361 Cách Mạng Tháng Tám;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;1; 1,190,000 ₫ ;0; - ₫ ; 1,190,000 ₫ ;22,00 ₫; 1,331,000 ₫ ;VNPost;Chuyển khoản;Zalo;Đã giao;09/12/2024;3;JBL;Loa
DH2024006621;05/12/2024;853807152;TP. Hồ Chí Minh;Phường Chợ Lớn;189 Phạm Văn Đồng;SP017;Màn hình Dell 24 inch;Đồ điện tử;5; 3,290,000 ₫ ;0.03;494,00 ₫; 16,450,000 ₫ ;18,00 ₫; 17,570,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;Facebook;Hoàn hàng;10/12/2024;20;Dell;Màn hình
DH2024001591;06/12/2024;831211814;TP. Hồ Chí Minh;Phường Bình Thạnh;253 Điện Biên Phủ;SP005;Xiaomi Redmi Note 13;Đồ điện tử;3; 4,990,000 ₫ ;0.15; 2,246,000 ₫ ; 14,970,000 ₫ ;18,00 ₫; 14,014,000 ₫ ;VNPost;Thẻ ngân hàng;Zalo;Đã giao;12/12/2024;20;Xiaomi;Điện thoại
DH2024002208;06/12/2024;341806456;TP. Hồ Chí Minh;Phường Thủ Đức;167 3 Tháng 2;SP003;iPhone 15;Đồ điện tử;1; 19,990,000 ₫ ;0; - ₫ ; 19,990,000 ₫ ;18,00 ₫; 22,007,000 ₫ ;Giao Hàng Nhanh;Ví điện tử;Cửa hàng;Đã giao;12/12/2024;20;Apple;Điện thoại
DH2024002896;06/12/2024;866955303;TP. Hồ Chí Minh;Phường Tân Bình;110 Hai Bà Trưng;SP011;Tai nghe AirPods 3;Đồ điện tử;1; 3,990,000 ₫ ;0.05;200,00 ₫; 3,990,000 ₫ ;30,00 ₫; 4,199,000 ₫ ;Viettel Post;Thẻ ngân hàng;Shopee;Đã giao;08/12/2024;6;Apple;Tai nghe
DH2024003965;06/12/2024;903892222;TP. Hồ Chí Minh;Phường An Khánh;34 Cách Mạng Tháng Tám;SP010;Laptop Asus Vivobook 15;Đồ điện tử;1; 12,990,000 ₫ ;0; - ₫ ; 12,990,000 ₫ ;25,00 ₫; 14,314,000 ₫ ;Giao Hàng Tiết Kiệm;Ví điện tử;Cửa hàng;Đang giao;11/12/2024;11;Asus;Laptop
DH2024004357;06/12/2024;983133743;TP. Hồ Chí Minh;Phường Chợ Lớn;286 Nguyễn Huệ;SP003;iPhone 15;Đồ điện tử;3; 19,990,000 ₫ ;0.07; 4,198,000 ₫ ; 59,970,000 ₫ ;30,00 ₫; 61,379,000 ₫ ;Giao Hàng Nhanh;Thẻ ngân hàng;TikTok Shop;Đã giao;09/12/2024;20;Apple;Điện thoại
DH2024005703;06/12/2024;907614580;An Giang;Phường Châu Đốc;333 Lý Thường Kiệt;SP002;Samsung Galaxy S24;Đồ điện tử;1; 18,990,000 ₫ ;0.12; 2,279,000 ₫ ; 18,990,000 ₫ ;45,00 ₫; 18,427,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;TikTok Shop;Đã giao;12/12/2024;4;Samsung;Điện thoại
DH2024005518;07/12/2024;983133743;Tây Ninh;Xã Dương Minh Châu;193 Võ Văn Kiệt;SP016;Smart TV LG 55 inch;Đồ điện tử;3; 11,990,000 ₫ ;0.1; 3,597,000 ₫ ; 35,970,000 ₫ ;35,00 ₫; 35,645,000 ₫ ;VNPost;Thẻ ngân hàng;Shopee;Đã giao;09/12/2024;20;LG;Tivi
DH2024006419;07/12/2024;903892222;Đồng Nai;Xã Nhơn Trạch;587 Nguyễn Trãi;SP009;Laptop HP Pavilion 14;Đồ điện tử;1; 15,990,000 ₫ ;0.07; 1,119,000 ₫ ; 15,990,000 ₫ ;22,00 ₫; 16,380,000 ₫ ;J&T Express;COD;Cửa hàng;Đã giao;12/12/2024;11;HP;Laptop
DH2024000699;08/12/2024;327703042;Cần Thơ;Phường Cái Răng;310 Nguyễn Huệ;SP005;Xiaomi Redmi Note 13;Đồ điện tử;2; 4,990,000 ₫ ;0; - ₫ ; 9,980,000 ₫ ;40,00 ₫; 11,018,000 ₫ ;Giao Hàng Nhanh;Chuyển khoản;Facebook;Hủy đơn;14/12/2024;20;Xiaomi;Điện thoại
DH2024004989;08/12/2024;334101756;TP. Hồ Chí Minh;Phường Thủ Đức;169 Võ Văn Kiệt;SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;5; 1,190,000 ₫ ;0.1;595,00 ₫; 5,950,000 ₫ ;40,00 ₫; 5,931,000 ₫ ;VNPost;Ví điện tử;Cửa hàng;Đang giao;14/12/2024;20;Kingston;Linh kiện
DH2024005083;08/12/2024;791964748;TP. Hồ Chí Minh;Phường Tân Định;131 Võ Văn Kiệt;SP003;iPhone 15;Đồ điện tử;2; 19,990,000 ₫ ;0.1; 3,998,000 ₫ ; 39,980,000 ₫ ;45,00 ₫; 39,625,000 ₫ ;Ninja Van;Thẻ ngân hàng;Shopee;Đã giao;11/12/2024;5;Apple;Điện thoại
DH2024008525;08/12/2024;760351162;TP. Hồ Chí Minh;Phường Sài Gòn;549 Hai Bà Trưng;SP020;Ổ cứng SSD Kingston 500GB;Đồ điện tử;1; 1,190,000 ₫ ;0.15;178,00 ₫; 1,190,000 ₫ ;35,00 ₫; 1,148,000 ₫ ;Viettel Post;Chuyển khoản;Facebook;Đã giao;13/12/2024;20;Kingston;Linh kiện
DH2024008975;08/12/2024;331975267;Cà Mau;Xã Đầm Dơi;379 Nam Kỳ Khởi Nghĩa;SP005;Xiaomi Redmi Note 13;Đồ điện tử;8; 4,990,000 ₫ ;0; - ₫ ; 39,920,000 ₫ ;28,00 ₫; 43,940,000 ₫ ;Ninja Van;Thẻ ngân hàng;TikTok Shop;Đã giao;11/12/2024;18;Xiaomi;Điện thoại
DH2024009316;08/12/2024;853807152;TP. Hồ Chí Minh;Phường Thủ Đức;386 Điện Biên Phủ;SP023;Apple Watch SE;Đồ điện tử;8; 5,990,000 ₫ ;0; - ₫ ; 47,920,000 ₫ ;22,00 ₫; 52,734,000 ₫ ;Giao Hàng Tiết Kiệm;Ví điện tử;Facebook;Đã giao;13/12/2024;20;Apple;Đồng hồ thông minh
DH2024000909;09/12/2024;853807152;Cà Mau;Xã Ngọc Hiển;415 Nam Kỳ Khởi Nghĩa;SP024;Samsung Galaxy Watch6;Đồ điện tử;3; 5,490,000 ₫ ;0.2; 3,294,000 ₫ ; 16,470,000 ₫ ;40,00 ₫; 14,534,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;Website;Đã giao;14/12/2024;20;Samsung;Đồng hồ thông minh
DH2024004830;09/12/2024;967250448;TP. Hồ Chí Minh;Phường Tân Định;389 Cách Mạng Tháng Tám;SP019;Bàn phím Logitech K380;Đồ điện tử;2;690,00 ₫;0.03;41,00 ₫; 1,380,000 ₫ ;40,00 ₫; 1,513,000 ₫ ;Viettel Post;Ví điện tử;Facebook;Đã xác nhận;15/12/2024;20;Logitech;Phụ kiện
DH2024005144;09/12/2024;967250448;TP. Hồ Chí Minh;Phường Bến Thành;223 Võ Văn Kiệt;SP019;Bàn phím Logitech K380;Đồ điện tử;1;690,00 ₫;0; - ₫ ;690,00 ₫;25,00 ₫;784,00 ₫;VNPost;Thẻ ngân hàng;Zalo;Đang giao;12/12/2024;20;Logitech;Phụ kiện
DH2024005949;09/12/2024;341806456;TP. Hồ Chí Minh;Phường Sài Gòn;295 Hai Bà Trưng;SP011;Tai nghe AirPods 3;Đồ điện tử;1; 3,990,000 ₫ ;0.1;399,00 ₫; 3,990,000 ₫ ;28,00 ₫; 3,978,000 ₫ ;Ninja Van;Chuyển khoản;Shopee;Đã giao;14/12/2024;20;Apple;Tai nghe
DH2024006736;09/12/2024;356833542;Vĩnh Long;Xã Trà Ôn;210 Lý Thường Kiệt;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;2; 1,190,000 ₫ ;0.07;167,00 ₫; 2,380,000 ₫ ;25,00 ₫; 2,459,000 ₫ ;Viettel Post;Chuyển khoản;Zalo;Đã giao;15/12/2024;12;JBL;Loa
DH2024008633;09/12/2024;913983429;Tây Ninh;Xã Dương Minh Châu;478 Trần Hưng Đạo;SP011;Tai nghe AirPods 3;Đồ điện tử;1; 3,990,000 ₫ ;0.12;479,00 ₫; 3,990,000 ₫ ;30,00 ₫; 3,892,000 ₫ ;Giao Hàng Tiết Kiệm;COD;Zalo;Hoàn hàng;15/12/2024;1;Apple;Tai nghe
DH2024009139;09/12/2024;358998449;An Giang;Xã Tịnh Biên;411 Nguyễn Huệ;SP004;iPhone 14;Đồ điện tử;3; 16,990,000 ₫ ;0; - ₫ ; 50,970,000 ₫ ;40,00 ₫; 56,107,000 ₫ ;J&T Express;COD;Facebook;Đã giao;15/12/2024;20;Apple;Điện thoại
DH2024001126;10/12/2024;771235506;Tây Ninh;Xã Châu Thành;317 Nguyễn Văn Cừ;SP008;Laptop Dell Inspiron 15;Đồ điện tử;1; 13,990,000 ₫ ;0; - ₫ ; 13,990,000 ₫ ;30,00 ₫; 15,419,000 ₫ ;Viettel Post;Thẻ ngân hàng;TikTok Shop;Hoàn hàng;16/12/2024;20;Dell;Laptop
DH2024006512;10/12/2024;347464338;Cần Thơ;Phường Cái Răng;598 3 Tháng 2;SP023;Apple Watch SE;Đồ điện tử;1; 5,990,000 ₫ ;0.03;180,00 ₫; 5,990,000 ₫ ;35,00 ₫; 6,426,000 ₫ ;Ninja Van;Chuyển khoản;TikTok Shop;Đã giao;13/12/2024;18;Apple;Đồng hồ thông minh
DH2024008772;10/12/2024;771235506;Tây Ninh;Xã Tân Biên;51 Nguyễn Văn Cừ;SP013;Tai nghe Xiaomi Redmi Buds 5;Đồ điện tử;1;990,00 ₫;0; - ₫ ;990,00 ₫;45,00 ₫; 1,134,000 ₫ ;VNPost;Thẻ ngân hàng;Cửa hàng;Đã giao;12/12/2024;20;Xiaomi;Tai nghe
DH2024007016;11/12/2024;704127044;Đồng Nai;Xã Long Thành;154 Cách Mạng Tháng Tám;SP002;Samsung Galaxy S24;Đồ điện tử;2; 18,990,000 ₫ ;0.05; 1,899,000 ₫ ; 37,980,000 ₫ ;25,00 ₫; 39,714,000 ₫ ;Giao Hàng Nhanh;Ví điện tử;Zalo;Đã xác nhận;14/12/2024;10;Samsung;Điện thoại
DH2024007059;11/12/2024;850334941;Cần Thơ;Phường Thốt Nốt;219 Quang Trung;SP010;Laptop Asus Vivobook 15;Đồ điện tử;1; 12,990,000 ₫ ;0; - ₫ ; 12,990,000 ₫ ;22,00 ₫; 14,311,000 ₫ ;VNPost;Chuyển khoản;Zalo;Đã giao;13/12/2024;2;Asus;Laptop
DH2024001832;12/12/2024;853807152;TP. Hồ Chí Minh;Phường Thủ Đức;288 Hai Bà Trưng;SP023;Apple Watch SE;Đồ điện tử;1; 5,990,000 ₫ ;0.1;599,00 ₫; 5,990,000 ₫ ;28,00 ₫; 5,958,000 ₫ ;Ninja Van;Thẻ ngân hàng;Shopee;Đã giao;16/12/2024;20;Apple;Đồng hồ thông minh
